r,g,b,x,y,h,s,v
189,153,59,100,12425531,43.38461538461536,0.6878306878306878,0.7411764705882353
144,96,46,101,9461806,30.612244897959158,0.6805555555555555,0.5647058823529412
128,19,24,102,8393496,357.2477064220183,0.8515625,0.5019607843137255
129,115,163,103,8483747,257.5,0.2944785276073619,0.6392156862745098
96,88,44,104,6314028,50.769230769230774,0.5416666666666666,0.3764705882352941
171,85,85,105,11228501,0.0,0.5029239766081871,0.6705882352941176
116,120,141,106,7633037,230.4,0.17730496453900715,0.5529411764705883
116,83,55,107,7623479,27.540983606557404,0.5258620689655172,0.4549019607843137
116,83,55,108,7623479,27.540983606557404,0.5258620689655172,0.4549019607843137
170,124,120,109,11172984,4.800000000000011,0.2941176470588235,0.6666666666666666
142,116,139,110,9335947,306.92307692307696,0.1830985915492958,0.5568627450980392
90,68,71,111,5915719,351.8181818181818,0.2444444444444445,0.35294117647058826
73,62,67,112,4800067,332.7272727272727,0.15068493150684928,0.28627450980392155
89,82,94,113,5853790,274.99999999999994,0.1276595744680851,0.3686274509803922
87,65,74,114,5718346,335.45454545454544,0.2528735632183909,0.3411764705882353
91,60,69,115,5979205,342.5806451612903,0.34065934065934067,0.3568627450980392
94,71,77,116,6178637,344.34782608695656,0.2446808510638298,0.3686274509803922
90,70,83,117,5916243,321.0,0.2222222222222222,0.35294117647058826
91,68,76,118,5981260,339.1304347826087,0.2527472527472528,0.3568627450980392
96,60,63,119,6306879,355.0,0.375,0.3764705882352941
78,62,73,120,5127753,318.75000000000006,0.2051282051282052,0.3058823529411765
104,68,65,121,6833217,4.615384615384642,0.37500000000000006,0.40784313725490196
76,62,72,122,4996680,317.1428571428571,0.18421052631578946,0.2980392156862745
81,68,77,123,5325901,318.46153846153845,0.1604938271604938,0.3176470588235294
69,58,65,124,4536897,321.8181818181818,0.15942028985507242,0.27058823529411763
57,49,62,125,3748158,276.9230769230769,0.20967741935483866,0.24313725490196078
86,7,14,126,5637902,354.6835443037975,0.9186046511627907,0.33725490196078434
78,1,9,127,5112073,353.76623376623377,0.9871794871794872,0.3058823529411765
97,49,47,128,6369583,2.3999999999999773,0.5154639175257731,0.3803921568627451
62,42,49,129,4074033,339.0,0.3225806451612903,0.24313725490196078
34,14,35,130,2231843,297.1428571428571,0.6000000000000001,0.13725490196078433
21,22,36,131,1381924,236.0,0.4166666666666667,0.1411764705882353
43,22,24,132,2823704,354.2857142857143,0.48837209302325585,0.16862745098039217
32,19,28,133,2102044,318.46153846153845,0.40625,0.12549019607843137
55,27,27,134,3611419,0.0,0.5090909090909091,0.21568627450980393
33,23,29,135,2168605,324.0,0.3030303030303031,0.12941176470588237
37,30,41,136,2432553,278.1818181818182,0.26829268292682934,0.1607843137254902
31,17,30,137,2035998,304.2857142857143,0.45161290322580644,0.12156862745098039
38,22,38,138,2496038,300.0,0.42105263157894735,0.14901960784313725
59,30,46,139,3874350,326.8965517241379,0.4915254237288136,0.23137254901960785
91,42,78,140,5974606,315.9183673469388,0.5384615384615384,0.3568627450980392
81,42,71,141,5319239,315.38461538461536,0.48148148148148145,0.3176470588235294
61,34,63,142,4006463,295.8620689655172,0.46031746031746035,0.24705882352941178
73,37,63,143,4793663,316.66666666666663,0.49315068493150677,0.28627450980392155
62,36,46,144,4072494,336.9230769230769,0.41935483870967744,0.24313725490196078
47,22,36,145,3085860,326.4,0.5319148936170213,0.1843137254901961
44,20,32,146,2888736,330.0,0.5454545454545454,0.17254901960784313
43,27,37,147,2824997,322.5,0.372093023255814,0.16862745098039217
40,22,33,148,2627105,323.3333333333333,0.45,0.1568627450980392
38,24,34,149,2496546,317.1428571428571,0.3684210526315789,0.14901960784313725
19,18,33,150,1249825,244.0,0.4545454545454546,0.12941176470588237
27,19,33,151,1774369,274.2857142857143,0.4242424242424243,0.12941176470588237
10,17,39,152,659751,225.51724137931035,0.7435897435897436,0.15294117647058825
3,14,38,153,200230,221.14285714285714,0.9210526315789475,0.14901960784313725
2,13,37,154,134437,221.14285714285714,0.9459459459459459,0.1450980392156863
31,65,33,155,2048289,123.52941176470588,0.523076923076923,0.2549019607843137
17,42,39,156,1124903,172.8,0.5952380952380952,0.16470588235294117
12,40,38,157,796710,175.71428571428572,0.7,0.1568627450980392
17,44,44,158,1125420,180.0,0.6136363636363636,0.17254901960784313
55,114,55,159,3633719,120.0,0.5175438596491228,0.4470588235294118
37,64,47,160,2441263,142.22222222222223,0.42187499999999994,0.25098039215686274
9,44,41,161,601129,174.85714285714283,0.7954545454545455,0.17254901960784313
22,57,35,162,1456419,142.28571428571428,0.6140350877192983,0.2235294117647059
15,45,34,163,994594,158.0,0.6666666666666667,0.17647058823529413
14,38,37,164,927269,177.5,0.631578947368421,0.14901960784313725
22,63,38,165,1457958,143.41463414634146,0.6507936507936508,0.24705882352941178
97,144,42,166,6393898,87.64705882352942,0.7083333333333334,0.5647058823529412
43,69,50,167,2835762,136.15384615384616,0.37681159420289845,0.27058823529411763
41,79,46,168,2707246,127.89473684210526,0.48101265822784806,0.30980392156862746
42,86,51,169,2774579,132.27272727272728,0.5116279069767442,0.33725490196078434
22,40,35,170,1452067,163.33333333333334,0.45,0.1568627450980392
34,50,51,171,2241075,183.5294117647059,0.33333333333333337,0.2
24,49,41,172,1585449,160.8,0.5102040816326531,0.19215686274509805
23,66,50,173,1524274,157.67441860465115,0.6515151515151515,0.25882352941176473
29,52,35,174,1913891,135.6521739130435,0.4423076923076923,0.20392156862745098
78,79,29,175,5132061,61.199999999999996,0.6329113924050633,0.30980392156862746
105,106,41,176,6908457,60.92307692307692,0.6132075471698113,0.41568627450980394
61,64,14,177,4014094,63.599999999999994,0.78125,0.25098039215686274
71,74,18,178,4672018,63.214285714285715,0.7567567567567568,0.2901960784313726
157,64,9,179,10305545,22.29729729729729,0.9426751592356688,0.615686274509804
83,13,2,180,5442818,8.148148148148152,0.9759036144578312,0.3254901960784314
77,6,34,181,5047842,336.3380281690141,0.9220779220779222,0.30196078431372547
57,3,4,182,3736324,358.8888888888889,0.9473684210526316,0.2235294117647059
19,17,36,183,1249572,246.31578947368422,0.5277777777777778,0.1411764705882353
