r,g,b,x,y,h,s,v
95,53,83,307,6239571,317.1428571428571,0.4421052631578947,0.37254901960784315
101,82,92,308,6640220,328.42105263157896,0.188118811881188,0.396078431372549
120,62,89,309,7880281,332.0689655172414,0.48333333333333334,0.47058823529411764
46,35,95,310,3023711,251.0,0.631578947368421,0.37254901960784315
52,41,99,311,3418467,251.3793103448276,0.5858585858585859,0.38823529411764707
130,77,88,312,8539480,347.54716981132077,0.4076923076923077,0.5098039215686274
117,75,94,313,7687006,332.85714285714283,0.3589743589743589,0.4588235294117647
102,54,66,314,6698562,345.0,0.4705882352941177,0.4
115,70,75,315,7554635,353.3333333333333,0.3913043478260869,0.45098039215686275
74,71,92,316,4867932,248.57142857142858,0.22826086956521735,0.3607843137254902
82,66,96,317,5390944,272.0,0.31249999999999994,0.3764705882352941
116,23,38,318,7608102,350.3225806451613,0.8017241379310345,0.4549019607843137
105,81,92,319,6902108,332.5,0.2285714285714286,0.4117647058823529
72,58,55,320,4733495,10.588235294117624,0.23611111111111105,0.2823529411764706
41,39,65,321,2697025,244.6153846153846,0.3999999999999999,0.2549019607843137
43,40,67,322,2828355,246.66666666666669,0.4029850746268657,0.2627450980392157
35,66,89,323,2310745,205.55555555555554,0.6067415730337078,0.34901960784313724
19,59,92,324,1260380,207.12328767123287,0.7934782608695652,0.3607843137254902
27,44,71,325,1780807,216.8181818181818,0.6197183098591549,0.2784313725490196
22,38,60,326,1451580,214.73684210526315,0.6333333333333333,0.23529411764705882
39,70,106,327,2573930,212.23880597014926,0.6320754716981132,0.41568627450980394
37,45,85,328,2436437,230.0,0.5647058823529412,0.3333333333333333
59,80,104,329,3887208,212.0,0.43269230769230765,0.40784313725490196
85,73,88,330,5589336,288.0,0.1704545454545455,0.34509803921568627
109,46,59,331,7155259,347.6190476190476,0.5779816513761468,0.42745098039215684
121,43,84,332,7940948,328.46153846153845,0.6446280991735537,0.4745098039215686
90,80,105,333,5918825,264.0,0.23809523809523808,0.4117647058823529
49,38,51,334,3221043,290.7692307692308,0.25490196078431376,0.2
11,29,40,335,728360,202.75862068965517,0.725,0.1568627450980392
52,88,115,336,3430515,205.71428571428572,0.5478260869565218,0.45098039215686275
23,36,56,337,1516600,216.36363636363637,0.5892857142857142,0.2196078431372549
26,38,64,338,1713728,221.05263157894737,0.59375,0.25098039215686274
28,28,41,339,1842217,240.0,0.3170731707317074,0.1607843137254902
25,26,39,340,1645095,235.71428571428572,0.35897435897435903,0.15294117647058825
25,23,43,341,1644331,246.0,0.4651162790697675,0.16862745098039217
2,7,11,342,132875,206.66666666666666,0.8181818181818182,0.043137254901960784
91,59,54,343,5978934,8.108108108108127,0.4065934065934066,0.3568627450980392
67,54,51,344,4404787,11.25,0.23880597014925373,0.2627450980392157
103,72,53,345,6768693,22.80000000000001,0.4854368932038835,0.403921568627451
115,61,69,346,7552325,351.11111111111114,0.46956521739130436,0.45098039215686275
114,25,19,347,7477523,3.7894736842105203,0.8333333333333333,0.4470588235294118
135,88,57,348,8869945,23.84615384615381,0.5777777777777778,0.5294117647058824
147,118,90,349,9664090,29.4736842105263,0.38775510204081626,0.5764705882352941
